











37.77.57.56;217.8.97.6;['87.195.196.77', '95.97.83.93']
37.77.57.56;217.8.98.42;['87.195.196.77', '95.97.83.93']
37.77.57.56;217.8.98.46;['87.195.196.77', '95.97.83.93']


37.77.57.64;149.20.48.61;['87.195.36.39', '95.97.176.115']
37.77.57.64;149.20.48.77;['87.195.36.39', '95.97.176.115']
37.77.57.64;173.36.254.164;['87.195.36.39', '95.97.176.115']
37.77.57.64;193.162.145.50;['87.195.36.39', '95.97.176.115']
37.77.57.64;195.50.116.18;['87.195.36.39', '95.97.176.115']
37.77.57.64;198.6.255.37;['87.195.36.39', '95.97.176.115']
37.77.57.64;198.6.255.40;['87.195.36.39', '95.97.176.115']
37.77.57.64;202.51.247.10;['87.195.36.39', '95.97.176.115']
37.77.57.64;202.214.86.252;['87.195.36.39', '95.97.176.115']
37.77.57.64;206.223.132.89;['87.195.36.39', '95.97.176.115']
37.77.57.64;217.8.97.6;['87.195.36.39', '95.97.176.115']
37.77.57.64;217.8.98.42;['87.195.36.39', '95.97.176.115']
37.77.57.64;217.8.98.46;['87.195.36.39', '95.97.176.115']



37.77.57.112;149.20.48.61;['87.195.109.18', '192.168.1.2']
37.77.57.112;149.20.48.77;['87.195.109.18', '192.168.1.2']
37.77.57.112;173.36.254.164;['87.195.109.18', '192.168.1.2']
37.77.57.112;193.162.145.50;['87.195.109.18', '192.168.1.2']
37.77.57.112;195.50.116.18;['87.195.109.18', '192.168.1.2']
37.77.57.112;198.6.255.37;['87.195.109.18', '192.168.1.2']
37.77.57.112;198.6.255.40;['87.195.109.18', '192.168.1.2']
37.77.57.112;202.51.247.10;['87.195.109.18', '192.168.1.2']
37.77.57.112;202.214.86.252;['87.195.109.18', '192.168.1.2']
37.77.57.112;206.223.132.89;['87.195.109.18', '192.168.1.2']
37.77.57.112;217.8.97.6;['87.195.109.18', '192.168.1.2']
37.77.57.112;217.8.98.42;['87.195.109.18', '192.168.1.2']
37.77.57.112;217.8.98.46;['87.195.109.18', '192.168.1.2']


37.77.57.128;149.20.48.61;['194.121.27.66']
37.77.57.128;149.20.48.77;['194.121.27.66']
37.77.57.128;173.36.254.164;['194.121.27.66']
37.77.57.128;193.162.145.50;['194.121.27.66']
37.77.57.128;195.50.116.18;['194.121.27.66']
37.77.57.128;198.6.255.37;['194.121.27.66']
37.77.57.128;198.6.255.40;['194.121.27.66']
37.77.57.128;202.51.247.10;['194.121.27.66']
37.77.57.128;202.214.86.252;['194.121.27.66']
37.77.57.128;206.223.132.89;['194.121.27.66']
37.77.57.128;217.8.97.6;['194.121.27.66']
37.77.57.128;217.8.98.42;['194.121.27.66']
37.77.57.128;217.8.98.46;['194.121.27.66']






37.77.58.0;149.20.48.61;['77.248.143.76', '217.8.107.2']
37.77.58.0;149.20.48.77;['77.248.143.76', '217.8.107.2']
37.77.58.0;173.36.254.164;['77.248.143.76', '217.8.107.2']
37.77.58.0;193.162.145.50;['77.248.143.76', '217.8.107.2']
37.77.58.0;195.50.116.18;['77.248.143.76', '217.8.107.2']
37.77.58.0;198.6.255.37;['77.248.143.76', '217.8.107.2']
37.77.58.0;198.6.255.40;['77.248.143.76', '217.8.107.2']
37.77.58.0;202.51.247.10;['77.248.143.76', '217.8.107.2']
37.77.58.0;202.214.86.252;['77.248.143.76', '217.8.107.2']
37.77.58.0;206.223.132.89;['77.248.143.76', '217.8.107.2']
37.77.58.0;217.8.97.6;['77.248.143.76', '217.8.107.2']
37.77.58.0;217.8.98.42;['77.248.143.76', '217.8.107.2']
37.77.58.0;217.8.98.46;['77.248.143.76', '217.8.107.2']



















38.125.5.0;149.20.48.61;['38.122.8.142', '108.60.143.98']
38.125.5.0;149.20.48.77;['38.122.8.142', '108.60.143.98']
38.125.5.0;173.36.254.164;['38.122.8.142', '108.60.143.98']
38.125.5.0;193.162.145.50;['38.122.8.142', '108.60.143.98']
38.125.5.0;195.50.116.18;['38.122.8.142', '108.60.143.98']
38.125.5.0;198.6.255.37;['38.122.8.142', '108.60.143.98']
38.125.5.0;198.6.255.40;['38.122.8.142', '108.60.143.98']
38.125.5.0;202.51.247.10;['38.122.8.142', '108.60.143.98']
38.125.5.0;202.214.86.252;['38.122.8.142', '108.60.143.98']
38.125.5.0;206.223.132.89;['38.122.8.142', '108.60.143.98']
38.125.5.0;217.8.97.6;['38.122.8.142', '108.60.143.98']
38.125.5.0;217.8.98.42;['38.122.8.142', '108.60.143.98']
38.125.5.0;217.8.98.46;['38.122.8.142', '108.60.143.98']






























































153.16.1.0;149.20.48.61;['129.250.1.255', '129.250.26.242']
153.16.1.0;149.20.48.77;['129.250.1.255', '129.250.26.242']
153.16.1.0;173.36.254.164;['129.250.1.255', '129.250.26.242']
153.16.1.0;193.162.145.50;['129.250.1.255', '129.250.26.242']
153.16.1.0;195.50.116.18;['129.250.1.255', '129.250.26.242']
153.16.1.0;198.6.255.37;['129.250.1.255', '129.250.26.242']
153.16.1.0;198.6.255.40;['129.250.1.255', '129.250.26.242']
153.16.1.0;202.51.247.10;['129.250.1.255', '129.250.26.242']
153.16.1.0;202.214.86.252;['129.250.1.255', '129.250.26.242']
153.16.1.0;206.223.132.89;['129.250.1.255', '129.250.26.242']
153.16.1.0;217.8.97.6;['129.250.1.255', '129.250.26.242']
153.16.1.0;217.8.98.42;['129.250.1.255', '129.250.26.242']
153.16.1.0;217.8.98.46;['129.250.1.255', '129.250.26.242']

153.16.2.0;149.20.48.61;['207.164.20.98']
153.16.2.0;149.20.48.77;['207.164.20.98']
153.16.2.0;173.36.254.164;['207.164.20.98']
153.16.2.0;193.162.145.50;['207.164.20.98']
153.16.2.0;195.50.116.18;['207.164.20.98']
153.16.2.0;198.6.255.37;['207.164.20.98']
153.16.2.0;198.6.255.40;['207.164.20.98']
153.16.2.0;202.51.247.10;['207.164.20.98']
153.16.2.0;202.214.86.252;['207.164.20.98']
153.16.2.0;206.223.132.89;['207.164.20.98']
153.16.2.0;217.8.97.6;['207.164.20.98']
153.16.2.0;217.8.98.42;['207.164.20.98']
153.16.2.0;217.8.98.46;['207.164.20.98']


153.16.4.0;149.20.48.61;['216.129.110.58']
153.16.4.0;149.20.48.77;['216.129.110.58']
153.16.4.0;173.36.254.164;['216.129.110.58']
153.16.4.0;193.162.145.50;['216.129.110.58']
153.16.4.0;195.50.116.18;['216.129.110.58']
153.16.4.0;198.6.255.37;['216.129.110.58']
153.16.4.0;198.6.255.40;['216.129.110.58']
153.16.4.0;202.51.247.10;['216.129.110.58']
153.16.4.0;202.214.86.252;['216.129.110.58']
153.16.4.0;206.223.132.89;['216.129.110.58']
153.16.4.0;217.8.97.6;['216.129.110.58']
153.16.4.0;217.8.98.42;['216.129.110.58']
153.16.4.0;217.8.98.46;['216.129.110.58']

153.16.5.0;149.20.48.61;['128.107.81.169', '128.107.81.170']
153.16.5.0;149.20.48.77;['128.107.81.169', '128.107.81.170']
153.16.5.0;173.36.254.164;['128.107.81.169', '128.107.81.170']
153.16.5.0;193.162.145.50;['128.107.81.169', '128.107.81.170']
153.16.5.0;195.50.116.18;['128.107.81.169', '128.107.81.170']
153.16.5.0;198.6.255.37;['128.107.81.169', '128.107.81.170']
153.16.5.0;198.6.255.40;['128.107.81.169', '128.107.81.170']
153.16.5.0;202.51.247.10;['128.107.81.169', '128.107.81.170']
153.16.5.0;202.214.86.252;['128.107.81.169', '128.107.81.170']
153.16.5.0;206.223.132.89;['128.107.81.169', '128.107.81.170']
153.16.5.0;217.8.97.6;['128.107.81.169', '128.107.81.170']
153.16.5.0;217.8.98.42;['128.107.81.169', '128.107.81.170']
153.16.5.0;217.8.98.46;['128.107.81.169', '128.107.81.170']



153.16.8.0;149.20.48.61;['149.142.0.87']
153.16.8.0;149.20.48.77;['149.142.0.87']
153.16.8.0;173.36.254.164;['149.142.0.87']
153.16.8.0;193.162.145.50;['149.142.0.87']
153.16.8.0;195.50.116.18;['149.142.0.87']
153.16.8.0;198.6.255.37;['149.142.0.87']
153.16.8.0;198.6.255.40;['149.142.0.87']
153.16.8.0;202.51.247.10;['149.142.0.87']
153.16.8.0;202.214.86.252;['149.142.0.87']
153.16.8.0;206.223.132.89;['149.142.0.87']
153.16.8.0;217.8.97.6;['149.142.0.87']
153.16.8.0;217.8.98.42;['149.142.0.87']
153.16.8.0;217.8.98.46;['149.142.0.87']


153.16.10.0;149.20.48.61;['173.36.254.162', '173.36.254.177']
153.16.10.0;149.20.48.77;['173.36.254.162', '173.36.254.177']
153.16.10.0;173.36.254.164;['173.36.254.162', '173.36.254.177']
153.16.10.0;193.162.145.50;['173.36.254.162', '173.36.254.177']
153.16.10.0;195.50.116.18;['173.36.254.162', '173.36.254.177']
153.16.10.0;198.6.255.37;['173.36.254.162', '173.36.254.177']
153.16.10.0;198.6.255.40;['173.36.254.162', '173.36.254.177']
153.16.10.0;202.51.247.10;['173.36.254.162', '173.36.254.177']
153.16.10.0;202.214.86.252;['173.36.254.162', '173.36.254.177']
153.16.10.0;206.223.132.89;['173.36.254.162', '173.36.254.177']
153.16.10.0;217.8.97.6;['173.36.254.162', '173.36.254.177']
153.16.10.0;217.8.98.42;['173.36.254.162', '173.36.254.177']
153.16.10.0;217.8.98.46;['173.36.254.162', '173.36.254.177']









153.16.13.0;149.20.48.61;['173.228.9.248']
153.16.13.0;149.20.48.77;['173.228.9.248']
153.16.13.0;173.36.254.164;['173.228.9.248']
153.16.13.0;193.162.145.50;['173.228.9.248']
153.16.13.0;195.50.116.18;['173.228.9.248']
153.16.13.0;198.6.255.37;['173.228.9.248']
153.16.13.0;198.6.255.40;['173.228.9.248']
153.16.13.0;202.51.247.10;['173.228.9.248']
153.16.13.0;202.214.86.252;['173.228.9.248']
153.16.13.0;206.223.132.89;['173.228.9.248']
153.16.13.0;217.8.97.6;['173.228.9.248']
153.16.13.0;217.8.98.42;['173.228.9.248']
153.16.13.0;217.8.98.46;['173.228.9.248']




153.16.13.80;149.20.48.61;['98.207.110.148']
153.16.13.80;149.20.48.77;['98.207.110.148']
153.16.13.80;173.36.254.164;['98.207.110.148']
153.16.13.80;193.162.145.50;['98.207.110.148']
153.16.13.80;195.50.116.18;['98.207.110.148']
153.16.13.80;198.6.255.37;['98.207.110.148']
153.16.13.80;198.6.255.40;['98.207.110.148']
153.16.13.80;202.51.247.10;['98.207.110.148']
153.16.13.80;202.214.86.252;['98.207.110.148']
153.16.13.80;206.223.132.89;['98.207.110.148']
153.16.13.80;217.8.97.6;['98.207.110.148']
153.16.13.80;217.8.98.42;['98.207.110.148']
153.16.13.80;217.8.98.46;['98.207.110.148']

153.16.13.96;149.20.48.61;['72.207.104.179']
153.16.13.96;149.20.48.77;['72.207.104.179']
153.16.13.96;173.36.254.164;['72.207.104.179']
153.16.13.96;193.162.145.50;['72.207.104.179']
153.16.13.96;195.50.116.18;['72.207.104.179']
153.16.13.96;198.6.255.37;['72.207.104.179']
153.16.13.96;198.6.255.40;['72.207.104.179']
153.16.13.96;202.51.247.10;['72.207.104.179']
153.16.13.96;202.214.86.252;['72.207.104.179']
153.16.13.96;206.223.132.89;['72.207.104.179']
153.16.13.96;217.8.97.6;['72.207.104.179']
153.16.13.96;217.8.98.42;['72.207.104.179']
153.16.13.96;217.8.98.46;['72.207.104.179']



153.16.13.144;149.20.48.61;['24.5.255.231']
153.16.13.144;149.20.48.77;['24.5.255.231']
153.16.13.144;173.36.254.164;['24.5.255.231']
153.16.13.144;193.162.145.50;['24.5.255.231']
153.16.13.144;195.50.116.18;['24.5.255.231']
153.16.13.144;198.6.255.37;['24.5.255.231']
153.16.13.144;198.6.255.40;['24.5.255.231']
153.16.13.144;202.51.247.10;['24.5.255.231']
153.16.13.144;202.214.86.252;['24.5.255.231']
153.16.13.144;206.223.132.89;['24.5.255.231']
153.16.13.144;217.8.97.6;['24.5.255.231']
153.16.13.144;217.8.98.42;['24.5.255.231']
153.16.13.144;217.8.98.46;['24.5.255.231']

153.16.13.160;149.20.48.61;['173.11.34.252']
153.16.13.160;149.20.48.77;['173.11.34.252']
153.16.13.160;173.36.254.164;['173.11.34.252']
153.16.13.160;193.162.145.50;['173.11.34.252']
153.16.13.160;195.50.116.18;['173.11.34.252']
153.16.13.160;198.6.255.37;['173.11.34.252']
153.16.13.160;198.6.255.40;['173.11.34.252']
153.16.13.160;202.51.247.10;['173.11.34.252']
153.16.13.160;202.214.86.252;['173.11.34.252']
153.16.13.160;206.223.132.89;['173.11.34.252']
153.16.13.160;217.8.97.6;['173.11.34.252']
153.16.13.160;217.8.98.42;['173.11.34.252']
153.16.13.160;217.8.98.46;['173.11.34.252']

153.16.13.176;149.20.48.61;['76.21.126.74']
153.16.13.176;149.20.48.77;['76.21.126.74']
153.16.13.176;173.36.254.164;['76.21.126.74']
153.16.13.176;193.162.145.50;['76.21.126.74']
153.16.13.176;195.50.116.18;['76.21.126.74']
153.16.13.176;198.6.255.37;['76.21.126.74']
153.16.13.176;198.6.255.40;['76.21.126.74']
153.16.13.176;202.51.247.10;['76.21.126.74']
153.16.13.176;202.214.86.252;['76.21.126.74']
153.16.13.176;206.223.132.89;['76.21.126.74']
153.16.13.176;217.8.97.6;['76.21.126.74']
153.16.13.176;217.8.98.42;['76.21.126.74']
153.16.13.176;217.8.98.46;['76.21.126.74']

153.16.13.192;149.20.48.61;['174.51.68.192']
153.16.13.192;149.20.48.77;['174.51.68.192']
153.16.13.192;173.36.254.164;['174.51.68.192']
153.16.13.192;193.162.145.50;['174.51.68.192']
153.16.13.192;195.50.116.18;['174.51.68.192']
153.16.13.192;198.6.255.37;['174.51.68.192']
153.16.13.192;198.6.255.40;['174.51.68.192']
153.16.13.192;202.51.247.10;['174.51.68.192']
153.16.13.192;202.214.86.252;['174.51.68.192']
153.16.13.192;206.223.132.89;['174.51.68.192']
153.16.13.192;217.8.97.6;['174.51.68.192']
153.16.13.192;217.8.98.42;['174.51.68.192']
153.16.13.192;217.8.98.46;['174.51.68.192']

153.16.13.208;149.20.48.61;['24.5.191.213']
153.16.13.208;149.20.48.77;['24.5.191.213']
153.16.13.208;173.36.254.164;['24.5.191.213']
153.16.13.208;193.162.145.50;['24.5.191.213']
153.16.13.208;195.50.116.18;['24.5.191.213']
153.16.13.208;198.6.255.37;['24.5.191.213']
153.16.13.208;198.6.255.40;['24.5.191.213']
153.16.13.208;202.51.247.10;['24.5.191.213']
153.16.13.208;202.214.86.252;['24.5.191.213']
153.16.13.208;206.223.132.89;['24.5.191.213']
153.16.13.208;217.8.97.6;['24.5.191.213']
153.16.13.208;217.8.98.42;['24.5.191.213']
153.16.13.208;217.8.98.46;['24.5.191.213']



153.16.14.0;149.20.48.61;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;149.20.48.77;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;173.36.254.164;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;193.162.145.50;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;195.50.116.18;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;198.6.255.37;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;198.6.255.40;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;202.51.247.10;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;202.214.86.252;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;206.223.132.89;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;217.8.97.6;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;217.8.98.42;['166.149.122.123', '166.149.122.124', '166.149.122.125']
153.16.14.0;217.8.98.46;['166.149.122.123', '166.149.122.124', '166.149.122.125']


153.16.16.0;149.20.48.61;['149.20.48.60']
153.16.16.0;149.20.48.77;['149.20.48.60']
153.16.16.0;173.36.254.164;['149.20.48.60']
153.16.16.0;193.162.145.50;['149.20.48.60']
153.16.16.0;195.50.116.18;['149.20.48.60']
153.16.16.0;198.6.255.37;['149.20.48.60']
153.16.16.0;198.6.255.40;['149.20.48.60']
153.16.16.0;202.51.247.10;['149.20.48.60']
153.16.16.0;202.214.86.252;['149.20.48.60']
153.16.16.0;206.223.132.89;['149.20.48.60']
153.16.16.0;217.8.97.6;['149.20.48.60']
153.16.16.0;217.8.98.42;['149.20.48.60']
153.16.16.0;217.8.98.46;['149.20.48.60']


153.16.17.16;149.20.48.61;['24.94.15.214']
153.16.17.16;149.20.48.77;['24.94.15.214']
153.16.17.16;173.36.254.164;['24.94.15.214']
153.16.17.16;193.162.145.50;['24.94.15.214']
153.16.17.16;195.50.116.18;['24.94.15.214']
153.16.17.16;198.6.255.37;['24.94.15.214']
153.16.17.16;198.6.255.40;['24.94.15.214']
153.16.17.16;202.51.247.10;['24.94.15.214']
153.16.17.16;202.214.86.252;['24.94.15.214']
153.16.17.16;206.223.132.89;['24.94.15.214']
153.16.17.16;217.8.97.6;['24.94.15.214']
153.16.17.16;217.8.98.42;['24.94.15.214']
153.16.17.16;217.8.98.46;['24.94.15.214']



153.16.17.64;149.20.48.61;['173.36.254.184']
153.16.17.64;149.20.48.77;['173.36.254.184']
153.16.17.64;173.36.254.164;['173.36.254.184']
153.16.17.64;193.162.145.50;['173.36.254.184']
153.16.17.64;195.50.116.18;['173.36.254.184']
153.16.17.64;198.6.255.37;['173.36.254.184']
153.16.17.64;198.6.255.40;['173.36.254.184']
153.16.17.64;202.51.247.10;['173.36.254.184']
153.16.17.64;202.214.86.252;['173.36.254.184']
153.16.17.64;206.223.132.89;['173.36.254.184']
153.16.17.64;217.8.97.6;['173.36.254.184']
153.16.17.64;217.8.98.42;['173.36.254.184']
153.16.17.64;217.8.98.46;['173.36.254.184']

153.16.17.80;149.20.48.61;['173.36.254.166']
153.16.17.80;149.20.48.77;['173.36.254.166']
153.16.17.80;173.36.254.164;['173.36.254.166']
153.16.17.80;193.162.145.50;['173.36.254.166']
153.16.17.80;195.50.116.18;['173.36.254.166']
153.16.17.80;198.6.255.37;['173.36.254.166']
153.16.17.80;198.6.255.40;['173.36.254.166']
153.16.17.80;202.51.247.10;['173.36.254.166']
153.16.17.80;202.214.86.252;['173.36.254.166']
153.16.17.80;206.223.132.89;['173.36.254.166']
153.16.17.80;217.8.97.6;['173.36.254.166']
153.16.17.80;217.8.98.42;['173.36.254.166']
153.16.17.80;217.8.98.46;['173.36.254.166']





153.16.17.192;149.20.48.61;['63.146.126.150']
153.16.17.192;149.20.48.77;['63.146.126.150']
153.16.17.192;173.36.254.164;['63.146.126.150']
153.16.17.192;193.162.145.50;['63.146.126.150']
153.16.17.192;195.50.116.18;['63.146.126.150']
153.16.17.192;198.6.255.37;['63.146.126.150']
153.16.17.192;198.6.255.40;['63.146.126.150']
153.16.17.192;202.51.247.10;['63.146.126.150']
153.16.17.192;202.214.86.252;['63.146.126.150']
153.16.17.192;206.223.132.89;['63.146.126.150']
153.16.17.192;217.8.97.6;['63.146.126.150']
153.16.17.192;217.8.98.42;['63.146.126.150']
153.16.17.192;217.8.98.46;['63.146.126.150']


153.16.17.224;149.20.48.61;['76.174.222.184']
153.16.17.224;149.20.48.77;['76.174.222.184']
153.16.17.224;173.36.254.164;['76.174.222.184']
153.16.17.224;193.162.145.50;['76.174.222.184']
153.16.17.224;195.50.116.18;['76.174.222.184']
153.16.17.224;198.6.255.37;['76.174.222.184']
153.16.17.224;198.6.255.40;['76.174.222.184']
153.16.17.224;202.51.247.10;['76.174.222.184']
153.16.17.224;202.214.86.252;['76.174.222.184']
153.16.17.224;206.223.132.89;['76.174.222.184']
153.16.17.224;217.8.97.6;['76.174.222.184']
153.16.17.224;217.8.98.42;['76.174.222.184']
153.16.17.224;217.8.98.46;['76.174.222.184']

153.16.17.228;149.20.48.61;['76.174.222.184', '97.93.80.128']
153.16.17.228;149.20.48.77;['76.174.222.184', '97.93.80.128']
153.16.17.228;173.36.254.164;['76.174.222.184', '97.93.80.128']
153.16.17.228;193.162.145.50;['76.174.222.184', '97.93.80.128']
153.16.17.228;195.50.116.18;['76.174.222.184', '97.93.80.128']
153.16.17.228;198.6.255.37;['76.174.222.184', '97.93.80.128']
153.16.17.228;198.6.255.40;['76.174.222.184', '97.93.80.128']
153.16.17.228;202.51.247.10;['76.174.222.184', '97.93.80.128']
153.16.17.228;202.214.86.252;['76.174.222.184', '97.93.80.128']
153.16.17.228;206.223.132.89;['76.174.222.184', '97.93.80.128']
153.16.17.228;217.8.97.6;['76.174.222.184', '97.93.80.128']
153.16.17.228;217.8.98.42;['76.174.222.184', '97.93.80.128']
153.16.17.228;217.8.98.46;['76.174.222.184', '97.93.80.128']

153.16.17.232;149.20.48.61;['97.93.80.128']
153.16.17.232;149.20.48.77;['97.93.80.128']
153.16.17.232;173.36.254.164;['97.93.80.128']
153.16.17.232;193.162.145.50;['97.93.80.128']
153.16.17.232;195.50.116.18;['97.93.80.128']
153.16.17.232;198.6.255.37;['97.93.80.128']
153.16.17.232;198.6.255.40;['97.93.80.128']
153.16.17.232;202.51.247.10;['97.93.80.128']
153.16.17.232;202.214.86.252;['97.93.80.128']
153.16.17.232;206.223.132.89;['97.93.80.128']
153.16.17.232;217.8.97.6;['97.93.80.128']
153.16.17.232;217.8.98.42;['97.93.80.128']
153.16.17.232;217.8.98.46;['97.93.80.128']


153.16.18.0;149.20.48.61;['173.172.42.229']
153.16.18.0;149.20.48.77;['173.172.42.229']
153.16.18.0;173.36.254.164;['173.172.42.229']
153.16.18.0;193.162.145.50;['173.172.42.229']
153.16.18.0;195.50.116.18;['173.172.42.229']
153.16.18.0;198.6.255.37;['173.172.42.229']
153.16.18.0;198.6.255.40;['173.172.42.229']
153.16.18.0;202.51.247.10;['173.172.42.229']
153.16.18.0;202.214.86.252;['173.172.42.229']
153.16.18.0;206.223.132.89;['173.172.42.229']
153.16.18.0;217.8.97.6;['173.172.42.229']
153.16.18.0;217.8.98.42;['173.172.42.229']
153.16.18.0;217.8.98.46;['173.172.42.229']


153.16.18.32;149.20.48.61;['64.126.7.78']
153.16.18.32;149.20.48.77;['64.126.7.78']
153.16.18.32;173.36.254.164;['64.126.7.78']
153.16.18.32;193.162.145.50;['64.126.7.78']
153.16.18.32;195.50.116.18;['64.126.7.78']
153.16.18.32;198.6.255.37;['64.126.7.78']
153.16.18.32;198.6.255.40;['64.126.7.78']
153.16.18.32;202.51.247.10;['64.126.7.78']
153.16.18.32;202.214.86.252;['64.126.7.78']
153.16.18.32;206.223.132.89;['64.126.7.78']
153.16.18.32;217.8.97.6;['64.126.7.78']
153.16.18.32;217.8.98.42;['64.126.7.78']
153.16.18.32;217.8.98.46;['64.126.7.78']


153.16.18.64;149.20.48.61;['99.8.108.233']
153.16.18.64;149.20.48.77;['99.8.108.233']
153.16.18.64;173.36.254.164;['99.8.108.233']
153.16.18.64;193.162.145.50;['99.8.108.233']
153.16.18.64;195.50.116.18;['99.8.108.233']
153.16.18.64;198.6.255.37;['99.8.108.233']
153.16.18.64;198.6.255.40;['99.8.108.233']
153.16.18.64;202.51.247.10;['99.8.108.233']
153.16.18.64;202.214.86.252;['99.8.108.233']
153.16.18.64;206.223.132.89;['99.8.108.233']
153.16.18.64;217.8.97.6;['99.8.108.233']
153.16.18.64;217.8.98.42;['99.8.108.233']
153.16.18.64;217.8.98.46;['99.8.108.233']


153.16.18.96;149.20.48.61;['170.40.251.1']
153.16.18.96;149.20.48.77;['170.40.251.1']
153.16.18.96;173.36.254.164;['170.40.251.1']
153.16.18.96;193.162.145.50;['170.40.251.1']
153.16.18.96;195.50.116.18;['170.40.251.1']
153.16.18.96;198.6.255.37;['170.40.251.1']
153.16.18.96;198.6.255.40;['170.40.251.1']
153.16.18.96;202.51.247.10;['170.40.251.1']
153.16.18.96;202.214.86.252;['170.40.251.1']
153.16.18.96;206.223.132.89;['170.40.251.1']
153.16.18.96;217.8.97.6;['170.40.251.1']
153.16.18.96;217.8.98.42;['170.40.251.1']
153.16.18.96;217.8.98.46;['170.40.251.1']





